		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Hum	Hum	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	2nd	3rd	2nd	3rd	Samp	Tx 	Recept	Int.
26/05/23	23:30	20.2	20.2	19.7	74	15.4	4.8	SSW	2.41	12.9	SW	20.2	20.6	20.6	1012.8	0.00	0.0	0.000	0.038	24.6	56	15.2	24.8	10.20	1.1653	---	---	---	---	695	1	100.0	30
27/05/23	00:00	20.6	20.6	20.1	71	15.1	3.2	S	1.61	11.3	S	20.6	20.9	20.9	1012.9	0.00	0.0	0.000	0.046	24.4	56	15.0	24.6	10.21	1.1665	---	---	---	---	694	1	100.0	30
27/05/23	0:30	20.7	20.8	20.5	70	15.1	4.8	S	2.41	19.3	S	20.7	20.9	20.9	1012.8	0.00	0.0	0.000	0.050	24.3	56	15.0	24.5	10.22	1.1667	---	---	---	---	694	1	100.0	30
27/05/23	1:00	20.6	20.8	20.6	71	15.1	6.4	S	3.22	16.1	S	20.6	20.9	20.9	1012.6	0.00	0.0	0.000	0.046	24.2	56	14.9	24.4	10.23	1.1671	---	---	---	---	698	1	100.0	30
27/05/23	1:30	20.8	20.8	20.5	69	14.9	4.8	SSW	2.41	12.9	S	20.8	21.0	21.0	1012.5	0.00	0.0	0.000	0.052	24.1	56	14.8	24.2	10.23	1.1675	---	---	---	---	693	1	100.0	30
27/05/23	2:00	20.7	21.1	20.7	69	14.8	1.6	S	0.80	9.7	S	20.7	20.8	20.8	1012.4	0.00	0.0	0.000	0.049	24.0	56	14.7	24.1	10.24	1.1679	---	---	---	---	697	1	100.0	30
27/05/23	2:30	19.3	20.7	19.3	74	14.6	0.0	S	0.00	3.2	S	19.3	19.6	19.6	1012.4	0.00	0.0	0.000	0.021	23.9	56	14.6	24.1	10.25	1.1682	---	---	---	---	698	1	100.0	30
27/05/23	3:00	19.3	19.4	19.2	74	14.6	1.6	S	0.80	4.8	ESE	19.3	19.6	19.6	1012.1	0.00	0.0	0.000	0.021	23.8	56	14.5	23.9	10.25	1.1684	---	---	---	---	697	1	100.0	30
27/05/23	3:30	19.8	19.9	19.3	72	14.6	3.2	E	1.61	8.0	E	19.8	20.0	20.0	1011.9	0.00	0.0	0.000	0.030	23.7	56	14.4	23.8	10.26	1.1688	---	---	---	---	696	1	100.0	30
27/05/23	4:00	20.0	20.1	19.8	70	14.4	3.2	E	1.61	9.7	S	20.0	20.2	20.2	1011.7	0.00	0.0	0.000	0.035	23.7	56	14.4	23.8	10.26	1.1689	---	---	---	---	695	1	100.0	30
27/05/23	4:30	19.4	20.2	19.4	67	13.1	1.6	E	0.80	8.0	ENE	19.4	19.3	19.3	1011.7	0.00	0.0	0.000	0.022	23.6	56	14.3	23.7	10.26	1.1691	---	---	---	---	697	1	100.0	30
27/05/23	5:00	18.9	19.6	18.9	63	11.7	0.0	S	0.00	4.8	S	18.9	18.6	18.6	1011.6	0.00	0.0	0.000	0.013	23.5	56	14.2	23.6	10.26	1.1695	---	---	---	---	697	1	100.0	30
27/05/23	5:30	19.6	19.6	18.9	57	10.9	3.2	SE	1.61	9.7	SSE	19.6	19.2	19.2	1011.7	0.00	0.0	0.000	0.027	23.4	56	14.1	23.5	10.27	1.1702	---	---	---	---	699	1	100.0	30
27/05/23	6:00	18.4	19.7	18.4	61	10.7	1.6	S	0.80	4.8	S	18.4	17.9	17.9	1011.8	0.00	0.0	0.000	0.001	23.3	55	13.8	23.4	10.07	1.1710	---	---	---	---	694	1	100.0	30
27/05/23	6:30	18.6	18.6	17.7	63	11.4	4.8	S	2.41	9.7	SSW	18.6	18.2	18.2	1012.0	0.00	0.0	0.000	0.006	23.3	55	13.7	23.3	10.07	1.1715	---	---	---	---	698	1	100.0	30
27/05/23	7:00	20.6	20.6	18.6	58	12.0	6.4	S	3.22	16.1	S	20.6	20.2	20.2	1012.2	0.00	0.0	0.000	0.046	23.3	55	13.8	23.4	10.07	1.1715	---	---	---	---	697	1	100.0	30
27/05/23	7:30	22.1	22.1	20.6	56	12.9	1.6	SSE	0.80	6.4	S	22.1	21.8	21.8	1012.3	0.00	0.0	0.000	0.078	23.4	55	13.9	23.5	10.07	1.1710	---	---	---	---	698	1	100.0	30
27/05/23	8:00	23.1	23.1	22.1	56	13.8	1.6	SW	0.80	6.4	SW	23.1	23.1	23.1	1012.5	0.00	0.0	0.000	0.098	23.9	55	14.3	24.0	10.05	1.1690	---	---	---	---	695	1	100.0	30
27/05/23	8:30	24.3	24.3	23.1	46	11.9	1.6	S	0.80	8.0	S	24.3	24.0	24.0	1012.6	0.00	0.0	0.000	0.124	24.2	54	14.3	24.3	9.84	1.1677	---	---	---	---	696	1	100.0	30
27/05/23	9:00	24.3	24.4	24.0	47	12.3	3.2	S	1.61	11.3	WSW	24.3	24.1	24.1	1012.7	0.00	0.0	0.000	0.125	24.5	54	14.6	24.6	9.83	1.1665	---	---	---	---	696	1	100.0	30
27/05/23	9:30	24.2	24.5	24.1	54	14.3	3.2	SSW	1.61	11.3	WSW	24.2	24.2	24.2	1012.8	0.00	0.0	0.000	0.122	24.6	54	14.7	24.7	9.82	1.1660	---	---	---	---	696	1	100.0	30
27/05/23	10:00	23.8	24.7	23.8	58	15.1	3.2	NNE	1.61	14.5	NE	23.8	24.0	24.0	1012.7	0.00	0.0	0.000	0.115	24.6	54	14.6	24.6	9.83	1.1662	---	---	---	---	697	1	100.0	30
27/05/23	10:30	25.4	25.4	23.8	57	16.3	3.2	ENE	1.61	9.7	ENE	25.4	25.7	25.7	1012.6	0.00	0.0	0.000	0.148	24.6	54	14.6	24.6	9.83	1.1660	---	---	---	---	696	1	100.0	30
27/05/23	11:00	25.2	25.8	25.1	58	16.4	3.2	ENE	1.61	12.9	ENE	25.2	25.4	25.4	1012.5	0.00	0.0	0.000	0.144	24.5	54	14.6	24.6	9.83	1.1662	---	---	---	---	697	1	100.0	30
27/05/23	11:30	26.1	26.4	24.8	55	16.3	4.8	NE	2.41	16.1	NNE	26.1	26.3	26.3	1012.5	0.00	0.0	0.000	0.161	24.5	54	14.6	24.6	9.83	1.1662	---	---	---	---	694	1	100.0	30
27/05/23	12:00	26.7	26.7	25.7	50	15.4	4.8	NNE	2.41	16.1	ENE	26.7	26.8	26.8	1012.5	0.00	0.0	0.000	0.174	24.6	54	14.6	24.6	9.83	1.1660	---	---	---	---	697	1	100.0	30
27/05/23	12:30	26.7	27.1	25.9	49	15.1	4.8	NNE	2.41	12.9	N	26.7	26.7	26.7	1012.4	0.00	0.0	0.000	0.174	24.6	54	14.7	24.7	9.82	1.1655	---	---	---	---	696	1	100.0	30
27/05/23	13:00	26.9	27.4	26.2	48	15.0	4.8	NNE	2.41	17.7	NE	26.9	26.9	26.9	1012.0	0.00	0.0	0.000	0.179	24.8	54	14.8	24.8	9.82	1.1642	---	---	---	---	698	1	100.0	30
27/05/23	13:30	26.6	28.6	26.4	48	14.6	4.8	NE	2.41	20.9	NNW	26.6	26.5	26.5	1011.8	0.00	0.0	0.000	0.171	24.9	54	14.9	24.9	9.81	1.1634	---	---	---	---	696	1	100.0	30
27/05/23	14:00	26.4	27.4	26.3	47	14.2	3.2	NE	1.61	9.7	E	26.4	26.2	26.2	1011.7	0.00	0.0	0.000	0.168	25.0	54	15.0	25.1	9.81	1.1627	---	---	---	---	698	1	100.0	30
27/05/23	14:30	27.1	27.1	25.8	46	14.4	1.6	W	0.80	4.8	NE	27.1	26.8	26.8	1011.6	0.00	0.0	0.000	0.182	25.0	54	15.0	25.1	9.81	1.1626	---	---	---	---	697	1	100.0	30
27/05/23	15:00	26.3	27.1	26.2	52	15.6	6.4	NE	3.22	17.7	E	26.3	26.4	26.4	1011.2	0.00	0.0	0.000	0.166	25.2	54	15.2	25.3	9.80	1.1614	---	---	---	---	698	1	100.0	30
27/05/23	15:30	26.0	27.7	26.0	51	15.1	8.0	NE	4.02	22.5	N	26.0	26.1	26.1	1011.2	0.00	0.0	0.000	0.160	25.6	54	15.6	25.8	9.79	1.1591	---	---	---	---	699	1	100.0	30
27/05/23	16:00	26.9	27.2	25.9	50	15.6	8.0	NE	4.02	20.9	NNW	26.9	27.0	27.0	1010.9	0.00	0.0	0.000	0.178	26.2	54	16.1	26.4	9.77	1.1559	---	---	---	---	696	1	100.0	30
27/05/23	16:30	25.6	27.5	25.6	52	15.0	6.4	NE	3.22	19.3	NNE	25.6	25.7	25.7	1011.1	0.00	0.0	0.000	0.152	26.3	54	16.2	26.6	9.76	1.1555	---	---	---	---	698	1	100.0	30
27/05/23	17:00	24.6	25.6	24.4	54	14.7	6.4	NE	3.22	17.7	NNW	24.6	24.7	24.7	1011.3	0.00	0.0	0.000	0.131	26.0	54	16.0	26.2	9.77	1.1572	---	---	---	---	698	1	100.0	30
27/05/23	17:30	23.1	24.6	23.1	63	15.7	4.8	ENE	2.41	16.1	E	23.1	23.4	23.4	1011.3	0.00	0.0	0.000	0.100	25.7	54	15.7	25.9	9.78	1.1586	---	---	---	---	696	1	100.0	30
27/05/23	18:00	21.8	23.1	21.8	67	15.4	4.8	ENE	2.41	14.5	SSE	21.8	21.9	21.9	1010.9	0.00	0.0	0.000	0.072	25.5	54	15.5	25.6	9.79	1.1593	---	---	---	---	698	1	100.0	30
27/05/23	18:30	22.1	22.1	21.8	62	14.4	4.8	ENE	2.41	14.5	ENE	22.1	22.0	22.0	1011.0	0.00	0.0	0.000	0.078	25.2	54	15.3	25.3	9.80	1.1608	---	---	---	---	696	1	100.0	30
27/05/23	19:00	22.6	22.6	22.1	61	14.7	3.2	NE	1.61	16.1	ESE	22.6	22.7	22.7	1011.4	0.00	0.0	0.000	0.088	25.1	54	15.1	25.2	9.81	1.1619	---	---	---	---	696	1	100.0	30
27/05/23	19:30	22.5	22.6	22.3	64	15.3	1.6	WSW	0.80	6.4	WSW	22.5	22.7	22.7	1011.5	0.00	0.0	0.000	0.087	25.0	54	15.0	25.1	9.81	1.1625	---	---	---	---	696	1	100.0	30
27/05/23	20:00	21.9	22.5	21.9	65	15.1	3.2	S	1.61	12.9	SSE	21.9	22.0	22.0	1011.4	0.00	0.0	0.000	0.075	24.9	54	14.9	24.9	9.81	1.1630	---	---	---	---	696	1	100.0	30
27/05/23	20:30	20.8	21.9	20.7	71	15.3	3.2	SW	1.61	6.4	SW	20.8	21.1	21.1	1011.7	0.00	0.0	0.000	0.051	24.7	54	14.8	24.8	9.82	1.1641	---	---	---	---	699	1	100.0	30
27/05/23	21:00	20.3	20.7	20.2	72	15.1	4.8	SSW	2.41	11.3	S	20.3	20.7	20.7	1011.7	0.00	0.0	0.000	0.042	24.6	54	14.6	24.6	9.83	1.1650	---	---	---	---	696	1	100.0	30
27/05/23	21:30	20.5	20.5	20.3	69	14.6	4.8	SSW	2.41	11.3	S	20.5	20.7	20.7	1011.9	0.00	0.0	0.000	0.045	24.4	54	14.5	24.5	9.83	1.1658	---	---	---	---	698	1	100.0	30
27/05/23	22:00	20.6	20.6	20.4	67	14.2	4.8	S	2.41	11.3	S	20.6	20.7	20.7	1012.0	0.00	0.0	0.000	0.046	24.3	54	14.4	24.3	9.84	1.1668	---	---	---	---	696	1	100.0	30
27/05/23	22:30	20.4	20.6	20.3	69	14.6	4.8	SSW	2.41	11.3	S	20.4	20.7	20.7	1012.2	0.00	0.0	0.000	0.044	24.2	54	14.3	24.3	9.84	1.1672	---	---	---	---	696	1	100.0	30
27/05/23	23:00	20.4	20.6	20.4	68	14.3	3.2	SSW	1.61	8.0	SSW	20.4	20.6	20.6	1012.0	0.00	0.0	0.000	0.044	24.1	54	14.2	24.2	9.84	1.1676	---	---	---	---	697	1	100.0	30
27/05/23	23:30	19.8	20.4	19.8	69	13.9	1.6	SW	0.80	4.8	SW	19.8	19.8	19.8	1011.8	0.00	0.0	0.000	0.030	24.0	54	14.1	24.1	9.85	1.1679	---	---	---	---	695	1	100.0	30
28/05/23	00:00	19.9	19.9	19.8	68	13.9	1.6	S	0.80	4.8	SSW	19.9	20.0	20.0	1011.5	0.00	0.0	0.000	0.034	23.9	55	14.3	24.1	10.05	1.1675	---	---	---	---	695	1	100.0	30
28/05/23	0:30	19.6	20.0	19.6	70	14.0	0.0	S	0.00	3.2	S	19.6	19.7	19.7	1011.3	0.00	0.0	0.000	0.027	23.8	55	14.2	23.9	10.05	1.1679	---	---	---	---	696	1	100.0	30
28/05/23	1:00	19.7	19.7	19.4	69	13.9	0.0	S	0.00	4.8	S	19.7	19.8	19.8	1011.1	0.00	0.0	0.000	0.029	23.7	55	14.1	23.8	10.06	1.1682	---	---	---	---	698	1	100.0	30
28/05/23	1:30	19.8	19.9	19.7	66	13.2	1.6	S	0.80	8.0	S	19.8	19.7	19.7	1011.0	0.00	0.0	0.000	0.030	23.7	55	14.1	23.8	10.06	1.1684	---	---	---	---	697	1	100.0	30
28/05/23	2:00	19.8	20.1	19.7	65	13.1	1.6	S	0.80	4.8	S	19.8	19.8	19.8	1010.9	0.00	0.0	0.000	0.031	23.6	55	14.0	23.7	10.06	1.1685	---	---	---	---	696	1	100.0	30
28/05/23	2:30	19.3	19.8	19.3	68	13.2	1.6	SSW	0.80	6.4	SSW	19.3	19.2	19.2	1010.8	0.00	0.0	0.000	0.020	23.5	55	13.9	23.6	10.06	1.1689	---	---	---	---	697	1	100.0	30
28/05/23	3:00	19.6	19.8	19.2	68	13.5	1.6	SSW	0.80	4.8	SSW	19.6	19.6	19.6	1010.7	0.00	0.0	0.000	0.025	23.4	55	13.9	23.5	10.07	1.1691	---	---	---	---	696	1	100.0	30
28/05/23	3:30	18.9	19.5	18.9	70	13.3	0.0	SSW	0.00	4.8	SSW	18.9	18.9	18.9	1010.5	0.00	0.0	0.000	0.013	23.3	55	13.8	23.4	10.07	1.1695	---	---	---	---	695	1	100.0	30
28/05/23	4:00	19.2	19.2	18.6	71	13.8	0.0	SSW	0.00	4.8	SSW	19.2	19.2	19.2	1010.6	0.00	0.0	0.000	0.017	23.3	55	13.7	23.3	10.07	1.1698	---	---	---	---	697	1	100.0	30
28/05/23	4:30	18.6	19.2	18.6	72	13.5	0.0	SSW	0.00	6.4	SW	18.6	18.6	18.6	1010.5	0.00	0.0	0.000	0.006	23.2	55	13.7	23.3	10.07	1.1700	---	---	---	---	696	1	100.0	30
28/05/23	5:00	18.7	18.9	18.6	71	13.4	1.6	SSW	0.80	4.8	SSW	18.7	18.7	18.7	1010.6	0.00	0.0	0.000	0.008	23.1	55	13.6	23.1	10.08	1.1707	---	---	---	---	696	1	100.0	30
28/05/23	5:30	18.6	18.8	18.5	71	13.2	1.6	S	0.80	4.8	S	18.6	18.6	18.6	1010.5	0.00	0.0	0.000	0.006	23.1	55	13.5	23.1	10.08	1.1709	---	---	---	---	695	1	100.0	30
28/05/23	6:00	18.7	18.7	18.4	70	13.1	1.6	WSW	0.80	6.4	SSW	18.7	18.6	18.6	1010.4	0.00	0.0	0.000	0.007	22.9	55	13.4	22.9	10.08	1.1713	---	---	---	---	697	1	100.0	30
28/05/23	6:30	18.9	18.9	18.4	69	13.1	1.6	SW	0.80	4.8	SW	18.9	18.9	18.9	1010.6	0.00	0.0	0.000	0.013	22.9	55	13.4	22.9	10.08	1.1715	---	---	---	---	698	1	100.0	30
28/05/23	7:00	20.1	20.2	18.9	65	13.3	0.0	SW	0.00	3.2	SW	20.1	20.1	20.1	1010.9	0.00	0.0	0.000	0.037	22.9	55	13.4	22.9	10.08	1.1719	---	---	---	---	698	1	100.0	30
28/05/23	7:30	20.6	20.6	20.1	63	13.3	0.0	SW	0.00	3.2	SW	20.6	20.5	20.5	1010.8	0.00	0.0	0.000	0.047	23.2	55	13.6	23.2	10.08	1.1707	---	---	---	---	698	1	100.0	30
28/05/23	8:00	20.9	21.1	20.6	61	13.1	1.6	NNW	0.80	4.8	N	20.9	20.7	20.7	1011.0	0.00	0.0	0.000	0.054	23.6	54	13.7	23.6	9.86	1.1693	---	---	---	---	696	1	100.0	30
28/05/23	8:30	21.6	21.7	20.9	61	13.7	1.6	NE	0.80	4.8	NW	21.6	21.3	21.3	1011.1	0.00	0.0	0.000	0.067	23.9	54	14.0	23.9	9.85	1.1677	---	---	---	---	698	1	100.0	30
28/05/23	9:00	22.4	22.6	21.6	57	13.5	1.6	WNW	0.80	6.4	SW	22.4	22.3	22.3	1011.2	0.00	0.0	0.000	0.086	24.2	54	14.3	24.2	9.84	1.1664	---	---	---	---	697	1	100.0	30
28/05/23	9:30	22.8	22.8	22.1	57	13.8	1.6	W	0.80	6.4	W	22.8	22.8	22.8	1011.0	0.00	0.0	0.000	0.093	24.2	54	14.3	24.3	9.84	1.1659	---	---	---	---	695	1	100.0	30
28/05/23	10:00	23.2	23.4	22.6	54	13.3	3.2	WNW	1.61	9.7	NE	23.2	23.2	23.2	1010.8	0.00	0.0	0.000	0.101	24.2	54	14.3	24.3	9.84	1.1656	---	---	---	---	696	1	100.0	30
28/05/23	10:30	24.1	24.1	23.2	54	14.2	3.2	NNE	1.61	12.9	W	24.1	24.2	24.2	1010.8	0.00	0.0	0.000	0.120	24.2	54	14.3	24.2	9.84	1.1659	---	---	---	---	692	1	100.0	30
28/05/23	11:00	23.9	24.3	23.4	53	13.7	4.8	NNE	2.41	14.5	NNE	23.9	23.9	23.9	1010.8	0.00	0.0	0.000	0.116	24.2	54	14.3	24.3	9.84	1.1656	---	---	---	---	697	1	100.0	30
28/05/23	11:30	24.4	24.9	23.7	51	13.6	4.8	NNE	2.41	16.1	NNE	24.4	24.4	24.4	1010.6	0.00	0.0	0.000	0.126	24.2	54	14.3	24.3	9.84	1.1654	---	---	---	---	696	1	100.0	30
28/05/23	12:00	25.1	25.2	24.3	51	14.2	4.8	NE	2.41	16.1	NNE	25.1	25.1	25.1	1010.5	0.00	0.0	0.000	0.140	24.2	54	14.3	24.3	9.84	1.1653	---	---	---	---	698	1	100.0	30
28/05/23	12:30	25.6	25.8	24.7	52	15.0	4.8	NNE	2.41	16.1	NE	25.6	25.6	25.6	1010.4	0.00	0.0	0.000	0.150	24.3	54	14.4	24.4	9.83	1.1646	---	---	---	---	692	1	100.0	30
28/05/23	13:00	24.9	25.8	24.9	52	14.4	6.4	NE	3.22	19.3	N	24.9	24.9	24.9	1010.2	0.00	0.0	0.000	0.137	24.4	54	14.5	24.5	9.83	1.1638	---	---	---	---	696	1	100.0	30
28/05/23	13:30	24.9	25.8	24.7	56	15.6	6.4	NE	3.22	16.1	NE	24.9	25.1	25.1	1010.1	0.00	0.0	0.000	0.138	24.6	54	14.6	24.6	9.83	1.1631	---	---	---	---	696	1	100.0	30
28/05/23	14:00	25.3	25.3	24.6	56	15.9	8.0	NE	4.02	19.3	NE	25.3	25.5	25.5	1010.0	0.00	0.0	0.000	0.146	24.7	54	14.7	24.7	9.82	1.1624	---	---	---	---	697	1	100.0	30
28/05/23	14:30	25.7	25.8	25.2	51	14.8	6.4	NE	3.22	19.3	NE	25.7	25.7	25.7	1009.9	0.00	0.0	0.000	0.153	24.8	54	14.9	24.9	9.82	1.1614	---	---	---	---	696	1	100.0	30
28/05/23	15:00	26.0	26.5	24.6	51	15.1	6.4	NNE	3.22	17.7	NNE	26.0	26.1	26.1	1009.4	0.00	0.0	0.000	0.160	25.2	54	15.2	25.3	9.80	1.1592	---	---	---	---	698	1	100.0	30
28/05/23	15:30	26.1	26.4	25.4	53	15.7	6.4	NE	3.22	20.9	NE	26.1	26.2	26.2	1009.1	0.00	0.0	0.000	0.161	25.7	53	15.4	25.8	9.65	1.1567	---	---	---	---	698	1	100.0	30
28/05/23	16:00	25.0	26.1	24.7	55	15.3	8.0	NE	4.02	20.9	NNE	25.0	25.1	25.1	1009.0	0.00	0.0	0.000	0.139	26.2	53	15.8	26.3	9.65	1.1541	---	---	---	---	693	1	100.0	30
28/05/23	16:30	25.2	26.4	24.9	56	15.8	6.4	NNE	3.22	20.9	NNE	25.2	25.3	25.3	1009.0	0.00	0.0	0.000	0.142	26.7	53	16.3	27.0	9.65	1.1512	---	---	---	---	697	1	100.0	30
28/05/23	17:00	25.4	25.5	24.7	56	16.0	6.4	NE	3.22	17.7	N	25.4	25.6	25.6	1009.4	0.00	0.0	0.000	0.147	27.1	52	16.4	27.4	9.43	1.1501	---	---	---	---	699	1	100.0	30
28/05/23	17:30	24.5	25.4	24.1	58	15.7	6.4	NE	3.22	17.7	N	24.5	24.7	24.7	1009.2	0.00	0.0	0.000	0.128	27.4	52	16.7	27.8	9.42	1.1484	---	---	---	---	695	1	100.0	30
28/05/23	18:00	24.3	24.4	23.7	60	16.1	4.8	NNE	2.41	11.3	E	24.3	24.6	24.6	1009.2	0.00	0.0	0.000	0.125	27.5	52	16.8	27.9	9.42	1.1479	---	---	---	---	696	1	100.0	30
28/05/23	18:30	23.3	24.3	23.1	65	16.4	4.8	NNE	2.41	14.5	NNE	23.3	23.8	23.8	1009.1	0.00	0.0	0.000	0.104	27.6	52	16.8	28.0	9.42	1.1475	---	---	---	---	698	1	100.0	30
28/05/23	19:00	23.1	23.4	22.8	67	16.6	3.2	N	1.61	9.7	NNE	23.1	23.5	23.5	1009.6	0.00	0.0	0.000	0.098	27.4	52	16.7	27.8	9.42	1.1486	---	---	---	---	694	1	100.0	30
28/05/23	19:30	20.7	23.2	20.7	71	15.2	9.7	SSW	4.83	25.7	SSW	20.7	20.9	20.9	1009.8	0.00	0.0	0.000	0.049	27.1	52	16.4	27.3	9.44	1.1509	---	---	---	---	696	1	100.0	30
28/05/23	20:00	20.1	20.7	20.1	71	14.7	8.0	S	4.02	19.3	SSE	20.1	20.3	20.3	1009.5	0.00	0.0	0.000	0.037	26.6	53	16.2	26.9	9.65	1.1524	---	---	---	---	696	1	100.0	30
28/05/23	20:30	19.9	20.1	19.8	68	13.8	6.4	S	3.22	19.3	SSE	19.9	19.9	19.9	1009.2	0.00	0.0	0.000	0.032	26.2	53	15.9	26.4	9.65	1.1540	---	---	---	---	698	1	100.0	30
28/05/23	21:00	19.6	19.9	19.6	69	13.8	6.4	S	3.22	14.5	SSE	19.6	19.7	19.7	1009.4	0.00	0.0	0.000	0.027	25.8	53	15.5	25.9	9.65	1.1562	---	---	---	---	697	1	100.0	30
28/05/23	21:30	19.3	19.6	19.2	72	14.1	6.4	SSW	3.22	11.3	SSW	19.3	19.4	19.4	1009.5	0.00	0.0	0.000	0.020	25.6	53	15.3	25.7	9.65	1.1577	---	---	---	---	697	1	100.0	30
28/05/23	22:00	19.4	19.4	19.2	70	13.8	4.8	SSW	2.41	17.7	S	19.4	19.5	19.5	1009.8	0.00	0.0	0.000	0.023	25.2	53	15.0	25.3	9.65	1.1597	---	---	---	---	696	1	100.0	30
28/05/23	22:30	19.6	19.7	19.4	70	14.0	4.8	SSW	2.41	12.9	SSE	19.6	19.7	19.7	1010.1	0.00	0.0	0.000	0.027	25.1	53	14.8	25.1	9.65	1.1610	---	---	---	---	698	1	100.0	30
28/05/23	23:00	19.5	19.6	19.5	70	13.9	3.2	SSW	1.61	8.0	SW	19.5	19.6	19.6	1010.0	0.00	0.0	0.000	0.024	24.8	53	14.6	24.9	9.65	1.1620	---	---	---	---	695	1	100.0	30
28/05/23	23:30	18.9	19.5	18.9	71	13.5	4.8	SSW	2.41	9.7	SW	18.9	18.9	18.9	1010.1	0.00	0.0	0.000	0.012	24.7	53	14.5	24.8	9.65	1.1626	---	---	---	---	697	1	100.0	30
29/05/23	00:00	18.9	18.9	18.7	72	13.7	4.8	S	2.41	14.5	S	18.9	18.9	18.9	1010.0	0.00	0.0	0.000	0.012	24.6	53	14.3	24.6	9.65	1.1634	---	---	---	---	696	1	100.0	30
29/05/23	0:30	18.8	19.1	18.8	72	13.7	4.8	SSW	2.41	14.5	SSE	18.8	18.8	18.8	1010.1	0.00	0.0	0.000	0.010	24.4	53	14.2	24.4	9.65	1.1643	---	---	---	---	696	1	100.0	30
29/05/23	1:00	18.6	18.9	18.5	73	13.6	4.8	SSW	2.41	9.7	SSW	18.6	18.6	18.6	1010.0	0.00	0.0	0.000	0.005	24.3	53	14.1	24.3	9.65	1.1648	---	---	---	---	698	1	100.0	30
29/05/23	1:30	18.2	18.6	18.2	74	13.5	4.8	SSW	2.41	9.7	SSW	18.2	18.2	18.2	1009.8	0.00	0.0	0.002	0.000	24.2	53	14.0	24.2	9.65	1.1651	---	---	---	---	693	1	100.0	30
29/05/23	2:00	18.2	18.3	18.1	75	13.7	3.2	SSW	1.61	11.3	S	18.2	18.2	18.2	1009.7	0.00	0.0	0.003	0.000	24.1	53	13.9	24.1	9.65	1.1656	---	---	---	---	698	1	100.0	30
29/05/23	2:30	18.3	18.3	18.2	75	13.8	4.8	SSW	2.41	11.3	SSW	18.3	18.3	18.3	1009.4	0.00	0.0	0.001	0.000	23.9	53	13.8	24.0	9.65	1.1657	---	---	---	---	697	1	100.0	30
29/05/23	3:00	17.7	18.3	17.7	77	13.6	4.8	SSW	2.41	9.7	SW	17.7	17.8	17.8	1009.4	0.00	0.0	0.013	0.000	23.8	54	14.0	23.9	9.85	1.1660	---	---	---	---	699	1	100.0	30
29/05/23	3:30	18.2	18.2	17.7	75	13.7	6.4	SSW	3.22	14.5	S	18.2	18.2	18.2	1009.2	0.00	0.0	0.003	0.000	23.7	54	13.9	23.8	9.86	1.1664	---	---	---	---	699	1	100.0	30
29/05/23	4:00	18.1	18.3	18.1	73	13.2	4.8	S	2.41	14.5	SSE	18.1	18.1	18.1	1009.2	0.00	0.0	0.005	0.000	23.6	54	13.8	23.7	9.86	1.1668	---	---	---	---	697	1	100.0	30
29/05/23	4:30	18.2	18.2	18.1	72	13.1	4.8	SSW	2.41	11.3	S	18.2	18.1	18.1	1009.2	0.00	0.0	0.002	0.000	23.5	54	13.7	23.6	9.86	1.1674	---	---	---	---	696	1	100.0	30
29/05/23	5:00	18.2	18.3	18.1	72	13.1	3.2	SSW	1.61	8.0	SW	18.2	18.1	18.1	1009.1	0.00	0.0	0.002	0.000	23.4	54	13.6	23.5	9.87	1.1676	---	---	---	---	697	1	100.0	30
29/05/23	5:30	18.2	18.3	18.2	71	12.9	3.2	SSW	1.61	6.4	SSW	18.2	18.1	18.1	1008.8	0.00	0.0	0.002	0.000	23.4	54	13.6	23.4	9.87	1.1676	---	---	---	---	697	1	100.0	30
29/05/23	6:00	18.3	18.4	18.2	70	12.8	1.6	SSW	0.80	6.4	SSW	18.3	18.2	18.2	1008.7	0.00	0.0	0.000	0.000	23.3	54	13.5	23.3	9.87	1.1677	---	---	---	---	694	1	100.0	30
29/05/23	6:30	18.7	18.7	18.3	68	12.7	1.6	SSW	0.80	6.4	SW	18.7	18.6	18.6	1009.0	0.00	0.0	0.000	0.008	23.3	54	13.5	23.3	9.87	1.1681	---	---	---	---	697	1	100.0	30
29/05/23	7:00	19.6	19.6	18.7	67	13.3	3.2	SSW	1.61	8.0	SSE	19.6	19.5	19.5	1009.0	0.00	0.0	0.000	0.025	23.3	54	13.5	23.3	9.87	1.1680	---	---	---	---	695	1	100.0	30
29/05/23	7:30	20.3	20.3	19.6	66	13.7	3.2	SSW	1.61	9.7	SW	20.3	20.3	20.3	1009.1	0.00	0.0	0.000	0.041	23.5	53	13.4	23.5	9.68	1.1676	---	---	---	---	697	1	100.0	30
29/05/23	8:00	21.0	21.1	20.3	64	13.9	4.8	SW	2.41	14.5	WSW	21.0	20.9	20.9	1009.3	0.00	0.0	0.000	0.056	23.8	53	13.7	23.9	9.65	1.1662	---	---	---	---	697	1	100.0	30
